Unnamed: 0,line_text,speaker,temporada,episodio
2534,What if Pam was a lesbian? What if she brought her `partner` in to work? [to Toby] Would that be crossing the line?,Michael,Season 2,2x2
34814,What?,Dwight,Season 6,6x13
13891,That`s my dress.,Pam,Season 3,3x15
24417,[visibly shocked] What? Why?,Michael,Season 5,5x5
39059,"What possible explanation could you have for possibly being here? I don`t... you know, babies shouldn`t have ice cream, by the way.",Pam,Season 7,7x3
53928,Okay. I`ll see you in a little bit.,Jim,Season 9,9x5
1261,[to Dwight] I vouched for you.,Michael,Season 1,1x5
9867,Okay! Excellent. Oh...,Michael,Season 3,3x2
33888,Town cars suck. Town car is something that a company sends when they`re in trouble. A limousine is something that a company sends when they have cause for celebration. And in this case I think we are celebrating me.,Michael,Season 6,6x10
37809,"Nope, that`s Tuesday.",Michael,Season 6,6x22
44728,No he doesn`t.  You just get so nervous and hyper around him.,Jim,Season 7,7x22
26484,Shut up.,Michael,Season 5,5x12
2886,...know if you showed me this same unit or not.,Michael,Season 2,2x3
6462,I bought my veil.,Pam,Season 2,2x13
22256,"Can I just say that, of all the idiots, in all the idiot villages, in all the idiot worlds, you stand alone, my friend.",Michael,Season 4,4x14
16058,That`s pretty cool.,Jim,Season 3,3x21
56115,Hey.,Pam,Season 9,9x12
20502,Okay.,Michael,Season 4,4x9
8979,It`s a good market. Higher volume.,Dwight,Season 2,2x21
43180,No.,Pam,Season 7,7x15
27983,"Oscar, you don`t know what the hell you are talking about.",Michael,Season 5,5x17
35498,"Jim, as a matter of fact, I have printed out ten ways to induce labor.  And I`m thinking we just do the opposite of those things and we can slow down your labor.  Erin, read the first one.",Michael,Season 6,6x16
19132,The dawn goose walk will tug at your heartstrings.,Jim,Season 4,4x4
12163,"It`s uh... two and a half. I`m not going for bulk, I`m going for tone.",Michael,Season 3,3x9
58737,"Yeah, we should do that for real sometime.",Pam,Season 9,9x21
636,Same thing.,Dwight,Season 1,1x3
45705,"[in high-pitched, damsel-like voice] Is that right?",Pam,Season 7,7x24
44152,"A la, tonight we will be hosting at Louie Volpies!",Michael,Season 7,7x20
10499,Always. [runs off],Dwight,Season 3,3x4
6814,"Oh, okay.  Gah.",Michael,Season 2,2x14
48378,"You`re nothing! You`re so weak, you call yourself a man? Huh?",Dwight,Season 8,8x9
10368,[thoughtfully] A statue.,Michael,Season 3,3x4
29584,Dwight just got Howard Family Dry Cleaners.,Michael,Season 5,5x22
31280,"When you were in the office earlier talking to Wallace, did I come up at all?",Jim,Season 6,6x2
1910,This is really well made. Good stitching. Excellent fabric. [shakes the purse from side to side by it`s handle] You sell a lot of these?,Dwight,Season 1,1x6
14199,"Don`t do what I say, say what I do.",Michael,Season 3,3x16
26727,"No, no, no! You will not die! Stanley! Stanley! You will not die!  Stanley! Stanley! Barack is president!  You are black, Stanley! I`m gonna give him mouth to mouth.",Michael,Season 5,5x13
1053,"You looked freaked, man. We said `Surprise.` You were, like, `What?` `What the hell`s goin` on here?` Good cake. Why don`t you have some?",Michael,Season 1,1x4
55400,"Dwight, relax. It`s just lice. Maybe, possibly.",Pam,Season 9,9x10
558,It didn`t have anything to do with race.,Pam,Season 1,1x2
16345,"No. No, no, no. No guests today. Classic gang only. Just us good friends, and Karen and Andy.",Michael,Season 3,3x22
30092,I`ll do--,Dwight,Season 5,5x24
45508,It`s complicated.,Dwight,Season 7,7x24
55376,"Uh, you know what, I gotta hop off because my, uh, taxi is here to take me to the meeting.",Jim,Season 9,9x10
36527,Nice babies you`re making with the floozies at the bars.,Dwight,Season 6,6x18
24291,Dale Raymond Corson!,Dwight,Season 5,5x5
196,"Why? Well, theft and stealing.",Michael,Season 1,1x1
16958,Who was the second man on the moon?,Dwight,Season 3,3x23
41431,"Uh, because you`ve been on the Lam? Because the `boring police` have been after you, and they finally caught up with you?",Michael,Season 7,7x11
22378,I like that one.,Pam,Season 4,4x14
32272,Yep.,Michael,Season 6,6x5
41868,Anything. You got it.,Jim,Season 7,7x11
18486,The Pizza by Alfredo guy is here.,Pam,Season 4,4x3
22081,Would that be such a bad thing?,Dwight,Season 4,4x14
47793,"[to old man] Okay, you`re done.",Dwight,Season 8,8x7
1734,"Coffee is the great incentivizer in the office. It`s a drug. It is quite literally a drug that speeds people up. It`s not the only drug that speeds people up. You hear stories about Dunder Mifflin in the eighties before everybody knew how bad cocaine was. Guh. Man, did they move paper!",Michael,Season 1,1x6
35946,What?,Jim,Season 6,6x16
40184,Are you talking to me?,Michael,Season 7,7x7
10657,"[looks at long pretzel line] Oh, shhh... Come on.",Michael,Season 3,3x5
6630,"Stay low... This is it... There he is. He`s been gone for at least two hours. Who is that? Come to Papa... Oh yes. Let`s roll. I knew it! You are so busted. Ice skates, shopping bags? I think I know what`s going on here. You weren`t sick at all.",Dwight,Season 2,2x13
7061,"No, just uh... you have come a long way, baby.  But I just... just want to keep it within reason.",Michael,Season 2,2x15
24242,I`m not gonna be okay.,Michael,Season 5,5x5
44674,"Wow, so that`s it huh? Just, four o`clock and you are gone for good.",Jim,Season 7,7x21
43715,She`s amazing. This is very exciting.,Jim,Season 7,7x18
14948,"Sounds... fun. [they kiss, Jim walks out of the bathroom and sees]",Dwight,Season 3,3x18
34575,I`ll give you a hint. His last name is Christ. He has the power of flight. He can heal leopards.,Michael,Season 6,6x12
41320,"They say the best vampires don`t bleed their victims dry, but give them the strength so that they can bounce back only to be fed on again. I spared Pam, and I may feast off of her profits for years to come. I let Pam win. Haha, oh. I was not motivated by compassion. I have no compassion. Make sure you got that. Not motivated by compassion.",Dwight,Season 7,7x10
21448,"Okay... Okay, do it! Go on! Great! Let`s hear it!",Michael,Season 4,4x12
12625,Yes!,Dwight,Season 3,3x10
50588,Oh yeah? What`s the first best?,Jim,Season 8,8x16
31695,[standing next to a car decorated for leaving a wedding] What do you think? I spent all morning on it.,Michael,Season 6,6x4
30342,Hey!,Michael,Season 5,5x25
13553,"Wow. Thank you. Wow, that`s-- thanks so much.",Michael,Season 3,3x13
13571,Here are some things that I want to teach you that your mother won`t be able to.,Michael,Season 3,3x14
6520,"Whooo, nice. That was, that was slick.  What are you doin` for lunch?",Michael,Season 2,2x13
12651,"Hey. Where`s my girl? Is she in the fridge? Where is she hiding? I don`t know where she is. `Cause I`m drunk, I can`t even find her.",Michael,Season 3,3x10
16654,Thanks.,Jim,Season 3,3x23
55401,Just lice Pam?,Dwight,Season 9,9x10
6255,"Aw, Pam, you`re adorable [taps her nose]",Dwight,Season 2,2x12
47858,Oh!,Pam,Season 8,8x8
20623,"Okay, he is the governor of California, he is the Terminator.",Michael,Season 4,4x9
36727,About Julie?,Jim,Season 6,6x19
37607,Okay.,Michael,Season 6,6x22
19432,"Not much, it`s just for tracking Dwight so---",Jim,Season 4,4x5
6790,"I just... you couldn`t understand, but man, you guys have it so easy out here, you know?  I used to sit right here.",Michael,Season 2,2x14
33783,"Michael, not now.",Jim,Season 6,6x9
19763,[from the walkie-talkie] We are climbing some stairs.,Dwight,Season 4,4x6
13550,"No, I will not.",Pam,Season 3,3x13
51974,"It`s just so dumb. [chokes up] But when he describes himself as a child, lost on the life raft...",Pam,Season 8,8x21
5149,"So Bernie`s, huh?  We`re all going to Bernie`s? [to camera]  Go to Bernie`s?",Michael,Season 2,2x9
16979,How much did you pay for it?,Jim,Season 4,4x1
50358,"Well, saddles` [clicks tongue, whinnies] ` sometimes fall off, especially if you don`t properly cinch the girth.",Dwight,Season 8,8x16
28065,Well...,Dwight,Season 5,5x17
3672,You can call. Can you call `em?,Michael,Season 2,2x5
15185,Depression?  Isn`t that just a fancy word for feeling bummed out?,Dwight,Season 3,3x19
13520,"Oh my God, she told you?",Dwight,Season 3,3x13
36428,"[over phone] Hey baby, what`s up?",Pam,Season 6,6x18
10005,Entourage!,Michael,Season 3,3x3
42578,Where`d I put what?,Jim,Season 7,7x14
48348,"That`s the thing. See, I didn`t want to get in the middle of this. Still don`t. But here`s something: I feel that maybe, if we take a step back, this is a simple case of anxiety to work with a spouse.",Jim,Season 8,8x9
40123,I am not budging on the hat issue.,Michael,Season 7,7x6
5413,What is Yankee Swap?,Jim,Season 2,2x10
56502,"If there`s anything I hate worse than art, it`s crime.",Dwight,Season 9,9x14
57606,"[while everyone is gathered playing and singing `Sons & Daughters`] People underestimate the power of nostalgia. If baseball can use it to get people to care about that worthless sport, then I can use it to get my siblings to care about the farm. Nostalgia is truly one of the great human weaknesses. Second only to the neck.",Dwight,Season 9,9x17
41682,No.,Pam,Season 7,7x11
59742,"I haven`t heard of it, obviously. But I`m out because I am significantly younger than you-",Jim,Season 9,9x23
59041,"Not even close, Meredith. Come on!",Dwight,Season 9,9x22
44142,[walking into the office] Good morning Erin.,Michael,Season 7,7x20
45626,What is happening right now?,Jim,Season 7,7x24
31269,I can just continue to run it myself.,Michael,Season 6,6x2
1238,"Divorce. Um... Okay, `Meredith is so old...`",Michael,Season 1,1x4
25779,"So, the copier.",Michael,Season 5,5x9
8237,Let`s get the party started.  Not the way I taught you! [Michael joins in],Michael,Season 2,2x19
36683,"Oh, wow, I cannot believe this is happening. This is everything I dreamed. Oh, my God! [laughs]",Michael,Season 6,6x19
18695,"I was born a man, Halpert.",Dwight,Season 4,4x3
43100,"I did say I would, but I was wrong. I can`t stop. You don`t what it is like to love a woman and have her love you back. It is a feeling that cannot and will not, and frankly, cannot be contained.",Michael,Season 7,7x15
9566,What?  What does that even...,Michael,Season 3,3x1
2212,Pam Beesley ladies and gentleman. [Pam hugs Michael and gives him a quick peck on the cheek] Oh! Thank you.,Michael,Season 2,2x1
30524,"[at company picnic] All right, you ready for this?",Jim,Season 5,5x26
4733,"Smallville.  And that is why, I feel, that I deserve this raise.",Dwight,Season 2,2x8
36084,"I`ll tell you what happened to me. I didn`t see my father for the first two years of my life. I thought my mother was my father, and my wet-nurse was my mother.",Dwight,Season 6,6x17
58503,I love you.,Jim,Season 9,9x20
9934,I`m not better than Josh.,Michael,Season 3,3x2
24281,"Pam, don`t worry about it.",Jim,Season 5,5x5
19795,"No, I`m not doing that!",Jim,Season 4,4x6
16053,I got shotgun.  Damn it.,Michael,Season 3,3x21
53410,What?,Pam,Season 9,9x3
32954,Alright.,Jim,Season 6,6x7
49774,I`ll fly anywhere for some good barbeque.,Pam,Season 8,8x14
59815,What`s going on?,Jim,Season 9,9x23
4012,Good.,Dwight,Season 2,2x6
34371,"[yelling] Attention everyone! Jim and I, on behalf of--",Dwight,Season 6,6x12
46724,MR. AND MRS. WALTER AND ELLEN BERNARD!,Dwight,Season 8,8x4
16885,How`d it go?,Pam,Season 3,3x23
15165,Woo!,Michael,Season 3,3x19
32731,Thank you.,Pam,Season 6,6x6
21491,"All right, everybody... Oh my God, Pam, those make you look so ugly. Um, Pam, in order to get hotter, you take the glasses off. You`re moving in the wrong direction...",Michael,Season 4,4x12
9114,"Okay, everybody. Tonight`s event is to benefit the Boy Scouts of America.",Michael,Season 2,2x22
35244,"No, I think I would be bad. I would sleep in my office, and I would sexually harass people.",Michael,Season 6,6x15
4829,He sees it.,Pam,Season 2,2x8
22425,... proud.,Michael,Season 4,4x14
57525,You had black hair and then gray hair.,Dwight,Season 9,9x17
25712,Cats don`t make butter.,Dwight,Season 5,5x9
1140,No. [typing on keyboard],Dwight,Season 1,1x4
5067,Hey.,Pam,Season 2,2x9
8509,...because being a narc is one of the hardest jobs that you can have...,Dwight,Season 2,2x20
9845,You`re welcome.,Michael,Season 3,3x2
44442,Ahh.,Michael,Season 7,7x21
35895,No need.  I saw him do it.  I can try it.,Jim,Season 6,6x16
287,I`m saving that `cause I like it when the cards go T-ts-ts-tch-tch-tch.,Pam,Season 1,1x2
31822,Ok. Ok. A-ha-ha! [rips reservation out of Michael`s hand] That was a test. You have failed. For this is my room. You would not share with me.,Dwight,Season 6,6x4
8710,I know that I shouldn`t have done it. But I was in the parking lot at the Quick and Easy.,Pam,Season 2,2x20
53470,"I`m sorry. It`s just, uhm, I actually do have this weird feeling that there`s something Jim isn`t telling me.",Pam,Season 9,9x3
53810,I`ll take it.,Jim,Season 9,9x4
41840,"[Jim hits a ceiling panel] I don`t think he`s in the ceiling, babe.",Pam,Season 7,7x11
43676,Maybe.,Michael,Season 7,7x18
1755,It`s actually better this way.,Dwight,Season 1,1x6
15206,Depressed?  Isn`t that just a fancy word for feeling bummed out?,Dwight,Season 3,3x19
125,No.,Michael,Season 1,1x1
34010,"Hey, hey, hey. I`m sorry. These are not criminals. They are nice. They invited me to come here today. They invited me to their hospitality suite where I  had free food and it was delicious. Get this. Know how nice they are? The sent a stretch limo all the way to pick me up in Scranton. That`s -",Michael,Season 6,6x10
38411,"Okay. Hey, you could transfer Holly back from Nashua.",Michael,Season 6,6x24
35415,I cannot wait for that joke to be over.,Pam,Season 6,6x16
48853,I thought it was a fun idea.,Jim,Season 8,8x11
51126,My warcraft clan was still on speaking terms.,Dwight,Season 8,8x19
59344,[in bullhorn] Pull over!,Dwight,Season 9,9x22
19671,"What are you doing? Stop it, Dwight!",Jim,Season 4,4x6
16016,"Jim, what are you doing? I`m busy.",Dwight,Season 3,3x21
28257,"Good. Good, good, good. Everyone, please give it up for Charles Miner. [claps]",Michael,Season 5,5x18
21806,"Michael, do you remember, you specifically told me to only bring one sheet of paper? You said it only takes one sheet to make a difference. And I said, `Are you sure Michael?` And you said `Pam! Pam! Pam!` And then you sneezed in my tea, and then you said, `Don`t worry, it`s just allergies.` Do you remember that?",Pam,Season 4,4x13
8473,"Untrue. The heart is bigger than the skin. If you stretched the heart out, it would cover more than the entire body.",Michael,Season 2,2x19
58775,"Shake on it? Done. Way to negotiate, idiot.",Dwight,Season 9,9x21
10319,The news that you just announced?  That Ed died?,Pam,Season 3,3x4
16213,The winner of today gets my job. Ok? I`m interviewing for a job at corporate. And they`re only interviewing a handful of people and I`m the most qualified and I`ll probably get it. Alright?,Michael,Season 3,3x22
19945,Oh.,Pam,Season 4,4x7
6998,What`s going on? Anything here?,Michael,Season 2,2x14
22688,"It`s not gonna take her 10 minutes to fax it, Jim. [to Pam] If I don`t see you again, goodbye. Well, actually, I`ll see you when you give me the fax confirmation, so never mind.",Dwight,Season 5,5x1
23894,"Yeah, I think that`s pretty boss.",Michael,Season 5,5x4
30180,"Oh, Michael, thank you.  Thank you.",Pam,Season 5,5x24
11663,"Wrong. Toby, this is an orientation not a borientation.[talks to group] Okay. Do not worry. All of your questions are about to be answered. Cell phones and pagers off, please.",Michael,Season 3,3x8
54761,"You got this, Beesley. Actually, do you want me to come down and help you get started?",Jim,Season 9,9x8
25802,Hey David- [begins coughing violently] I`m sorry. I`m sorry. I`m eating tiramisu. Some of the chocolate powder just went down my throat. I`m stopping now.,Michael,Season 5,5x9
21853,Talk to you later?,Pam,Season 4,4x13
15546,Cut.,Dwight,Season 3,3x20
44388,"Okay, so no salami in the pants. How about a pepperoni?",Michael,Season 7,7x21
3709,"Yeah, I know.",Jim,Season 2,2x5
26775,I am planning a bomb scare that should really get the blood pumping.,Dwight,Season 5,5x13
36739,"Hey, Michael, where have you been? [Michael shoots pool ball up into their faces]",Pam,Season 6,6x19
16771,"I`ve never been a big fan of the name Dunder Mifflin.  I was thinking we could name the company something like, `Paper Great.  Where great paper is our passion.  We`re GRRRRRRRRRREAT!`  I don`t know, could be good.  Or, uh, `Super Duper Paper.  It`s super duper.`  I don`t know, something like that.",Michael,Season 3,3x23
28297,"Oh, right. David, are you coming to my fifteenth anniversary party?",Michael,Season 5,5x18
32829,Ten.,Dwight,Season 6,6x6
44737,"Oh, wow, thank you.  That was so kind of you.  [throws cup in the garbage]",Dwight,Season 7,7x22
39126,Yeah!,Jim,Season 7,7x3
17882,Why don`t we just go as teams to demonstrate our teamsmanship?,Michael,Season 4,4x2
28888,I play.,Jim,Season 5,5x20
56763,What?,Jim,Season 9,9x15
3980,"Michael, I told you, it was because it was New Year`s Eve and it began to snow at exactly midnight.",Dwight,Season 2,2x6
23125,"No, you know what we`re gonna do?  We`re gonna take that and we are going to us it as a reward for the end of our competition.",Michael,Season 5,5x1
11451,The Stamford branch is closing and everybody`s just packing up their stuff. Andy Bernard made these tasteful hats.,Jim,Season 3,3x8
10156,"Business is like a jungle.  And I... am like a tiger.  And Dwight, is like a monkey, that stabs the tiger in the back with a stick.  Does the tiger fire the monkey?  Does the tiger transfer the monkey to another branch?  [smiling] Pun.  There is no way of knowing what goes on inside the tiger`s head.  We don`t have the technology.",Michael,Season 3,3x3
19912,"When Michael plays the hypothetical game, I always say yes.",Jim,Season 4,4x7
35355,I really need my job back. We made a terrible mistake here.,Michael,Season 6,6x15
16554,Can I change rooms?,Jim,Season 3,3x23
25956,Aye.,Dwight,Season 5,5x10
11272,"All right, listen up. Some of you may have heard some rumors about the branch closing. But, I am not going to take this lying down. I have a plan and I am going to save our jobs. So just hang in there. [Looks at  Dwight] Let`s go.",Michael,Season 3,3x7
2338,"Yeah, you know me.",Dwight,Season 2,2x1
18282,Do I have your permission to invite Carol?,Michael,Season 4,4x3
27889,"[clears throat] Knock, knock.",Dwight,Season 5,5x17
29525,"If you keep coming after us, the Michael Scott Paper Company cannot succeed.",Michael,Season 5,5x22
7936,Let`s start with... your mom.,Jim,Season 2,2x18
769,"Call you immediately. Good. Oh, hey, listen, um, since I have you on the phone, um, can I fire Jim?",Dwight,Season 1,1x3
15936,"No... No, it`s all right. I`m OK. I`m OK. [sniffing] You guys... what are we gonna do about Jan? [sighs]",Michael,Season 3,3x21
22372,"Probably the best one that we have ever had, right? [cheers and applause] But the real reason that we are here, is to say goodbye to a guy who we will probably never ever see again. Now, a lot of you know that I am an accomplished songwriter.",Michael,Season 4,4x14
41639,"Hey there, Jada. Nice to see you again. I`m Santa Claus. Welcome.",Michael,Season 7,7x11
28261,Above and beyond.,Michael,Season 5,5x18
50116,You talking about hunting? I love hunting. I`m a master hunter.,Dwight,Season 8,8x15
8839,Win.,Pam,Season 2,2x21
24118,"No I get it. I totally understand. And uh, I just want to assure you, that I mean no disrespect. You see, I`m applying!",Dwight,Season 5,5x5
36936,"I think I did. But I can`t take all of the credit. Some of the credit is due, in fact, to my good friend, Date Mike. Nice to meet me.",Michael,Season 6,6x19
23023,OK.,Jim,Season 5,5x1
1348,"Oh, yuck, that`s worse than you playing. ... `Cause we need you as an alternate in case somebody gets hurt. That`s where we need you. Blessed be those who sit and wait. You made it, suit up, you`re on the team! All right, cool! Very good.",Michael,Season 1,1x5
41760,"Jada, Darryl, I`m so glad I found you guys. A grinch stole the star from on top of the Christmas tree and is hiding it in the warehouse somewhere. You want to go help me find him?",Pam,Season 7,7x11
46348,"What`s that come to? Like, what did they each win?",Pam,Season 8,8x3
57734,Bye.,Pam,Season 9,9x18
9979,What would you have done? Been manager?,Dwight,Season 3,3x2
38859,We can do that.,Pam,Season 7,7x2
34742,Ignore him. He`s the local lunatic.,Dwight,Season 6,6x13
2302,"No, no, no.",Dwight,Season 2,2x1
26968,Speaking of which... [hands Michael the paper to sign for Dwight`s formal apology],Dwight,Season 5,5x13
24768,I don`t think so.,Jim,Season 5,5x6
46746,No.,Jim,Season 8,8x4
44614,Ahhhh...,Michael,Season 7,7x21
24934,Six point five days. [winces as Kevin smacks him on the back],Jim,Season 5,5x7
5402,I did?,Michael,Season 2,2x10
6789,[agreeing] Mm.,Dwight,Season 2,2x14
31847,"Mom, Dad. This is Michael Scott.",Jim,Season 6,6x4
4321,Made copies of it-,Dwight,Season 2,2x7
34685,I`d like to make a wish.,Michael,Season 6,6x12
24426,You are.,Michael,Season 5,5x5
25254,Yeah why don`t you send that to him in Costa Rica?,Michael,Season 5,5x8
35438,[after Pam has another contraction]  That`s seven minutes.  Here we go.  This is happening.  Come on.,Jim,Season 6,6x16
39374,Got it.,Michael,Season 7,7x4
53788,What are you doing?,Jim,Season 9,9x4
16126,Yes! Funtivities! I knew it wasn`t just a trip to the beach.,Dwight,Season 3,3x22
47853,Oh! Oh!,Pam,Season 8,8x8
18825,I wouldn`t understand or a secret?,Jim,Season 4,4x4
38893,"Stop, stop, stop.",Jim,Season 7,7x2
32636,[laughs] I think it`ll be okay.,Pam,Season 6,6x6
6006,[exasperated],Pam,Season 2,2x12
18745,Steak! Where`s my steeaaak?,Michael,Season 4,4x4
11507,...to consolidate power.,Dwight,Season 3,3x8
12246,"Exactly. Thank you, Jim.",Dwight,Season 3,3x10
18692,Well it`s just that you had no hair on Friday.,Jim,Season 4,4x3
36565,"Hey [holds up an old sweater] You know who`d like this? Phyllis. Purple, much?",Dwight,Season 6,6x18
33561,What are you sorry for?,Pam,Season 6,6x8
43674,I`m asking Holly a question in fire.,Michael,Season 7,7x18
29797,Hello.,Michael,Season 5,5x23
8228,That suit is amazing.,Dwight,Season 2,2x19
14802,"It`s like when he annoys me and I want to screw with him to get him back, he never sees it coming.  But now, I want to be nice to him, and actually give him something, and he`s like an eel.  I just can`t grab onto him.  It`s infuriating.",Jim,Season 3,3x18
9634,"Specifically, Jan, I will make at least ten phone calls to clients.",Michael,Season 3,3x1
48342,Do I?,Jim,Season 8,8x9
41068,"Well then you`re not going to talk to the new building owner. Which is a shame, because I hear he`s a very reasonable guy.",Dwight,Season 7,7x10
51715,Nellie let me bobble-ize him. His name is now Captain Mutato.,Dwight,Season 8,8x21
39171,"That is my new maintenance worker, Nate. And you`ll be happy to know that he`s taking care of that hornet`s nest that you`ve been griping about.",Dwight,Season 7,7x4
9846,Was that your per diem?,Dwight,Season 3,3x2
10856,"No, I should probably go too.",Pam,Season 3,3x5
14474,"Come on, let`s go back to the party.",Michael,Season 3,3x17
56762,"Ha,ha,ha, yeah OK.",Pam,Season 9,9x15
52172,"Thank you. Wow, I can`t tell you what an honor it is to support this thing... And obviously that amount of money is no concern to me whatsoever. But, I want to ask you something: when did it become all about the money. when did it become about the flower arrangements, and the white wine spritser, hmm? and all the dinner rolls. you people should be ashamed of yourselves! How many courses did we have tonight, two? Three maybe, if you choose the pudding? I mean what waste! these tables tarted up like Victorian whores! lets` remember we are all here for the dog society. He`s what`s important, whatever his name is. Not any of this. So that is going to be my donation to you. Thank you and good night! [throws microphone and runs away]",Dwight,Season 8,8x22
58751,Come on. Come on.,Dwight,Season 9,9x21
5689,"Well, no. But... okay, don`t spoil it for everybody, all right? But we are going on a booze cruise on Lake Wallenpaupack.",Michael,Season 2,2x11
38019,"I don`t have $30,000 lying around. I have it buried very deeply, and I don`t want to dig past a certain someone to get it.",Dwight,Season 6,6x23
7881,I reminded you last night.,Pam,Season 2,2x18
8600,"Okay, enough, enough, enough! I have written down a list of illegal drugs. Take a gander. How many of these are you familiar with?",Michael,Season 2,2x20
37887,"Oh, okay. Everyone, remember, when he get`s like this, he will wallow, if you empathize. Keep conversations light and if you get stuck, and you don`t know what to do, make a random sound effect okay? Farting noise, whatever. Okay.",Pam,Season 6,6x23
12860,"OK. Well, that was supposed to go to Packer, not `packaging.` Did you already, um, forward to a whole bunch of people?",Michael,Season 3,3x11
8971,"[reading] `This morning, I found a bloody glove in my desk drawer and Jim Halpert tried to convince me I committed murder. I think he may be the real murderer.` [flips to another paper] `Jim Halpert said there was an abandoned infant in the woman`s room. When I went to save the child, I saw Meredith on the can.`  Gah. `This morning, I knocked myself in the head with the phone.`",Michael,Season 2,2x21
58710,I did!,Pam,Season 9,9x21
37386,I can`t stop myself from kissing her.,Michael,Season 6,6x21
36769,Really?,Dwight,Season 6,6x19
33745,"OK, so Corporate is still in their meeting.",Jim,Season 6,6x9
14648,"It was a little glass display case for his for his bobblehead.  That would have made us even, I think.  He saves my life, I get him a box for his desk toy.  Even Steven.",Jim,Season 3,3x18
18416,Nope nope nope no.  This is going to be nothing like the party you`ve been planning.  This is going to be good and everybody`s gonna come.  What`s wrong with Dwight?,Michael,Season 4,4x3
10812,I type 90.,Pam,Season 3,3x5
5929,Idiot.,Michael,Season 2,2x11
34734,Alright. Excuse me. [slides past Eric to close the door to Ryan`s closet office before Eric can see Ryan in there] If you will -,Michael,Season 6,6x13
19189,"[takes a ruler and shoves it between his desk and Jim`s, knocking Jim`s files on the floor]  Hello, this is Dwight Schrute calling from Dunder-Mifflin, and according to our records you appear to be low on office supplies.  Okay, sure, yeah I can take care of that right now.",Dwight,Season 4,4x4
26724,[blowing air horn] Attention everyone! Employees of Dunder Mifflin!  This has been a test of our emergency preparedness.  There is no fire.  It was only a simulation.,Dwight,Season 5,5x13
47285,"It`s not a doomsday device, gosh. [Erin makes red strike on desk] We can do this you guys.",Dwight,Season 8,8x6
6458,Which is exactly how you`d wanna sound like if you wanted someone to think you were sick.,Dwight,Season 2,2x13
9665,"I, uh... I am going to be a father.",Michael,Season 3,3x2
22340,You have it?,Dwight,Season 4,4x14
53803,"I`m barren, Jim.",Dwight,Season 9,9x4
44533,"[grimaces and nods, Toby nods back at him] Okay.",Michael,Season 7,7x21
5493,"True. But I get sinus infections, and sinus infections can be cured by making your tea from green tea leaf stems ..",Dwight,Season 2,2x10
4406,Nailed it.  Nailed it!  Come here.,Michael,Season 2,2x7
13459,Really?,Michael,Season 3,3x13
96,You just still have these messages from yesterday.,Pam,Season 1,1x1
2152,Oh!,Jim,Season 2,2x1
50788,Are there any bloggers around?,Dwight,Season 8,8x17
20149,How much time do I have?,Jim,Season 4,4x7
33770,"Stop playing games with me, Crawdad.",Dwight,Season 6,6x9
8260,"[to Ryan, sitting across from Michael] ...You can take a five, if you want.",Michael,Season 2,2x19
44383,Great idea.,Dwight,Season 7,7x21
14341,"Actually, it`s polite to arrive early. And smart. Only really good friends show up early. Ergo de facto. Go to a party really early. Become a really good friend.",Michael,Season 3,3x17
2246,Shoot.,Jim,Season 2,2x1
2899,Totally having fun. Can you imagine those poor saps stuck at the office today? [laughs],Dwight,Season 2,2x3
47311,Accountability booster.,Dwight,Season 8,8x6
21360,All right.,Dwight,Season 4,4x11
14645,Don`t want it.,Dwight,Season 3,3x18
56326,There`s a very exciting opportunity to be a core investor `,Jim,Season 9,9x13
27846,"So basically, the greater volume you decide to buy in, the greater discount we can give you.",Dwight,Season 5,5x16
1491,"No, it`s not. It`s lower.",Michael,Season 1,1x5
30116,Oh.  I think you should get it.  You`ve changed a lot and you`d be good at it.,Pam,Season 5,5x24
42592,Just drive faster. I want to get back.,Michael,Season 7,7x14
50599,"We went over this, ok? Your tiny fingers make the best knots.",Dwight,Season 8,8x17
38340,"[on Jo`s jet] Are we going some place far away? I know you said no questions, but... I have an early dinner that I need to get to... with the Chief of Police.",Michael,Season 6,6x24
30289,What?,Pam,Season 5,5x25
17206,Mm-hmm.,Dwight,Season 4,4x1
37186,Oh. Yep. I`m sorry about that. I feel... I`m sorry I caused that thing.,Michael,Season 6,6x20
33472,"That`s-- no, no-- it`s not about numbers, Pam.  It`s about attitude.",Michael,Season 6,6x8
2821,"Oh, how are you? Nice to meet you, Bill. Bill. Mr. Bill. OHHH NOOO. MR. BILL. OHHH! SNL? When they pull him apart? He`d always get rolled over by something.",Michael,Season 2,2x3
41156,"Well, this building isn`t far, and its much newer. There`s a dry cleaner, nail place and a gym. Oh, and it`s next-door to and Outback so it always smells like steak.",Pam,Season 7,7x10
50479,Ow.,Jim,Season 8,8x16
31686,"I`m sorry. You guys have probably noticed my stomach`s a little more sensitive lately. So, if you wouldn`t mind wearing a little less perfume... and if your lunch is especially pungent, maybe have it in the break room?",Pam,Season 6,6x4
12334,Oh yeah.,Pam,Season 3,3x10
54141,"Okay. We`ll, just forget it.",Jim,Season 9,9x5
42907,[goes to hand Dwight a valentines card] Wait.,Jim,Season 7,7x15
9592,Who should be the judges and juries of our society?,Michael,Season 3,3x1
44717,Because of the flowers.,Pam,Season 7,7x22
44370,"[sitting on the roof of the office building] Well, I`m moving to Colorado to start my new life with Holly. Just up here, getting used to the altitude.",Michael,Season 7,7x21
16709,Beardy?,Jim,Season 3,3x23
